,Problem Number,Problem Rating,Link,Problem Statement,Input Specifications,Output Specifications
53,701C,1500,https://codeforces.com/problemset/problem/701/C,"Sergei B., the young coach of Pokemons, has found the big house which consists of <span class=""tex-span""><i>n</i></span> flats ordered in a row from left to right. It is possible to enter each flat from the street. It is possible to go out from each flat. Also, each flat is connected with the flat to the left and the flat to the right. Flat number <span class=""tex-span"">1</span> is only connected with the flat number <span class=""tex-span"">2</span> and the flat number <span class=""tex-span""><i>n</i></span> is only connected with the flat number <span class=""tex-span""><i>n</i> - 1</span>.There is exactly one Pokemon of some type in each of these flats. Sergei B. asked residents of the house to let him enter their flats in order to catch Pokemons. After consulting the residents of the house decided to let Sergei B. enter one flat from the street, visit several flats and then go out from some flat. But they won't let him visit the same flat more than once. Sergei B. was very pleased, and now he wants to visit as few flats as possible in order to collect Pokemons of all types that appear in this house. Your task is to help him and determine this minimum number of flats he has to visit. ","The first line contains the integer n (1 ≤ n ≤ 100 000) — the number of flats in the house.The second line contains the row s with the length n, it consists of uppercase and lowercase letters of English alphabet, the i-th letter equals the type of Pokemon, which is in the flat number i. ",Print the minimum number of flats which Sergei B. should visit in order to catch Pokemons of all types which there are in the house. 
54,165B,1500,https://codeforces.com/problemset/problem/165/B,"One day a highly important task was commissioned to Vasya — writing a program in a night. The program consists of <span class=""tex-span""><i>n</i></span> lines of code. Vasya is already exhausted, so he works like that: first he writes <span class=""tex-span""><i>v</i></span> lines of code, drinks a cup of tea, then he writes as much as <img align=""middle"" class=""tex-formula"" src=""/predownloaded/ad/56/ad564f80e3849390247d53ab38377b0e47775bbb.png"" style=""max-width: 100.0%;max-height: 100.0%;""/> lines, drinks another cup of tea, then he writes <img align=""middle"" class=""tex-formula"" src=""/predownloaded/81/d0/81d017cf2734f1c9fdc0da83eb5441f88ff8b933.png"" style=""max-width: 100.0%;max-height: 100.0%;""/> lines and so on: <img align=""middle"" class=""tex-formula"" src=""/predownloaded/bd/de/bddedbbd49ac9b511cb632abf8169158b92df45c.png"" style=""max-width: 100.0%;max-height: 100.0%;""/>, <img align=""middle"" class=""tex-formula"" src=""/predownloaded/0f/ae/0faebac98a1d8f650b237b56359d91bcdc7d9465.png"" style=""max-width: 100.0%;max-height: 100.0%;""/>, <img align=""middle"" class=""tex-formula"" src=""/predownloaded/f3/9e/f39e0ac655fab08ad3593276490c91d8559b7e13.png"" style=""max-width: 100.0%;max-height: 100.0%;""/>, ...The expression <img align=""middle"" class=""tex-formula"" src=""/predownloaded/1a/37/1a37820d856b4cc742d8c3e0ae361d2c36e0e49c.png"" style=""max-width: 100.0%;max-height: 100.0%;""/> is regarded as the integral part from dividing number <span class=""tex-span""><i>a</i></span> by number <span class=""tex-span""><i>b</i></span>.The moment the current value <img align=""middle"" class=""tex-formula"" src=""/predownloaded/4e/21/4e216a4332781c1b931a7d432e3dd7073ed2e06b.png"" style=""max-width: 100.0%;max-height: 100.0%;""/> equals 0, Vasya immediately falls asleep and he wakes up only in the morning, when the program should already be finished.Vasya is wondering, what minimum allowable value <span class=""tex-span""><i>v</i></span> can take to let him write <span class=""tex-font-style-bf"">not less</span> than <span class=""tex-span""><i>n</i></span> lines of code before he falls asleep.","The input consists of two integers n and k, separated by spaces — the size of the program in lines and the productivity reduction coefficient, 1 ≤ n ≤ 109, 2 ≤ k ≤ 10.",Print the only integer — the minimum value of v that lets Vasya write the program in one night.
55,812C,1500,https://codeforces.com/problemset/problem/812/C,"On his trip to Luxor and Aswan, Sagheer went to a Nubian market to buy some souvenirs for his friends and relatives. The market has some strange rules. It contains <span class=""tex-span""><i>n</i></span> different items numbered from <span class=""tex-span"">1</span> to <span class=""tex-span""><i>n</i></span>. The <span class=""tex-span""><i>i</i></span>-th item has base cost <span class=""tex-span""><i>a</i><sub class=""lower-index""><i>i</i></sub></span> Egyptian pounds. If Sagheer buys <span class=""tex-span""><i>k</i></span> items with indices <span class=""tex-span""><i>x</i><sub class=""lower-index"">1</sub>, <i>x</i><sub class=""lower-index"">2</sub>, ..., <i>x</i><sub class=""lower-index""><i>k</i></sub></span>, then the cost of item <span class=""tex-span""><i>x</i><sub class=""lower-index""><i>j</i></sub></span> is <span class=""tex-span""><i>a</i><sub class=""lower-index""><i>x</i><sub class=""lower-index""><i>j</i></sub></sub> + <i>x</i><sub class=""lower-index""><i>j</i></sub>·<i>k</i></span> for <span class=""tex-span"">1 ≤ <i>j</i> ≤ <i>k</i></span>. In other words, the cost of an item is equal to its base cost in addition to its index multiplied by the factor <span class=""tex-span""><i>k</i></span>.Sagheer wants to buy as many souvenirs as possible without paying more than <span class=""tex-span""><i>S</i></span> Egyptian pounds. Note that he cannot buy a souvenir more than once. If there are many ways to maximize the number of souvenirs, he will choose the way that will minimize the total cost. Can you help him with this task?","The first line contains two integers n and S (1 ≤ n ≤ 105 and 1 ≤ S ≤ 109) — the number of souvenirs in the market and Sagheer's budget.The second line contains n space-separated integers a1, a2, ..., an (1 ≤ ai ≤ 105) — the base costs of the souvenirs.","On a single line, print two integers k, T — the maximum number of souvenirs Sagheer can buy and the minimum total cost to buy these k souvenirs."
56,1249C2,1500,https://codeforces.com/problemset/problem/1249/C2,"<span class=""tex-font-style-bf"">The only difference between easy and hard versions is the maximum value of $$$n$$$</span>.You are given a positive integer number $$$n$$$. You really love <span class=""tex-font-style-it"">good numbers</span> so you want to find the smallest <span class=""tex-font-style-it"">good number</span> greater than or equal to $$$n$$$.The positive integer is called <span class=""tex-font-style-it"">good</span> if it can be represented as a sum of <span class=""tex-font-style-bf"">distinct</span> powers of $$$3$$$ (i.e. no duplicates of powers of $$$3$$$ are allowed).For example:<ul> <li> $$$30$$$ is a <span class=""tex-font-style-it"">good number</span>: $$$30 = 3^3 + 3^1$$$, </li><li> $$$1$$$ is a <span class=""tex-font-style-it"">good number</span>: $$$1 = 3^0$$$, </li><li> $$$12$$$ is a <span class=""tex-font-style-it"">good number</span>: $$$12 = 3^2 + 3^1$$$, </li><li> but $$$2$$$ is <span class=""tex-font-style-bf"">not</span> a <span class=""tex-font-style-it"">good number</span>: you can't represent it as a sum of distinct powers of $$$3$$$ ($$$2 = 3^0 + 3^0$$$), </li><li> $$$19$$$ is <span class=""tex-font-style-bf"">not</span> a <span class=""tex-font-style-it"">good number</span>: you can't represent it as a sum of distinct powers of $$$3$$$ (for example, the representations $$$19 = 3^2 + 3^2 + 3^0 = 3^2 + 3^1 + 3^1 + 3^1 + 3^0$$$ are invalid), </li><li> $$$20$$$ is also <span class=""tex-font-style-bf"">not</span> a <span class=""tex-font-style-it"">good number</span>: you can't represent it as a sum of distinct powers of $$$3$$$ (for example, the representation $$$20 = 3^2 + 3^2 + 3^0 + 3^0$$$ is invalid). </li></ul>Note, that there exist other representations of $$$19$$$ and $$$20$$$ as sums of powers of $$$3$$$ but none of them consists of <span class=""tex-font-style-bf"">distinct</span> powers of $$$3$$$.For the given positive integer $$$n$$$ find such smallest $$$m$$$ ($$$n \le m$$$) that $$$m$$$ is a <span class=""tex-font-style-it"">good number</span>.You have to answer $$$q$$$ independent queries.",The first line of the input contains one integer $$$q$$$ ($$$1 \le q \le 500$$$) — the number of queries. Then $$$q$$$ queries follow.The only line of the query contains one integer $$$n$$$ ($$$1 \le n \le 10^{18}$$$).,"For each query, print such smallest integer $$$m$$$ (where $$$n \le m$$$) that $$$m$$$ is a good number."
57,1010A,1500,https://codeforces.com/problemset/problem/1010/A,"Natasha is going to fly on a rocket to Mars and return to Earth. Also, on the way to Mars, she will land on $$$n - 2$$$ intermediate planets. Formally: we number all the planets from $$$1$$$ to $$$n$$$. $$$1$$$ is Earth, $$$n$$$ is Mars. Natasha will make exactly $$$n$$$ flights: $$$1 \to 2 \to \ldots n \to 1$$$.Flight from $$$x$$$ to $$$y$$$ consists of two phases: take-off from planet $$$x$$$ and landing to planet $$$y$$$. This way, the overall itinerary of the trip will be: the $$$1$$$-st planet $$$\to$$$ take-off from the $$$1$$$-st planet $$$\to$$$ landing to the $$$2$$$-nd planet $$$\to$$$ $$$2$$$-nd planet $$$\to$$$ take-off from the $$$2$$$-nd planet $$$\to$$$ $$$\ldots$$$ $$$\to$$$ landing to the $$$n$$$-th planet $$$\to$$$ the $$$n$$$-th planet $$$\to$$$ take-off from the $$$n$$$-th planet $$$\to$$$ landing to the $$$1$$$-st planet $$$\to$$$ the $$$1$$$-st planet.The mass of the rocket together with all the useful cargo (but without fuel) is $$$m$$$ tons. However, Natasha does not know how much fuel to load into the rocket. Unfortunately, fuel can only be loaded on Earth, so if the rocket runs out of fuel on some other planet, Natasha will not be able to return home. Fuel is needed to take-off from each planet and to land to each planet. It is known that $$$1$$$ ton of fuel can lift off $$$a_i$$$ tons of rocket from the $$$i$$$-th planet or to land $$$b_i$$$ tons of rocket onto the $$$i$$$-th planet. For example, if the weight of rocket is $$$9$$$ tons, weight of fuel is $$$3$$$ tons and take-off coefficient is $$$8$$$ ($$$a_i = 8$$$), then $$$1.5$$$ tons of fuel will be burnt (since $$$1.5 \cdot 8 = 9 + 3$$$). The new weight of fuel after take-off will be $$$1.5$$$ tons. Please note, that it is allowed to burn non-integral amount of fuel during take-off or landing, and the amount of initial fuel can be non-integral as well.Help Natasha to calculate the minimum mass of fuel to load into the rocket. Note, that the rocket must spend fuel to carry both useful cargo and the fuel itself. However, it doesn't need to carry the fuel which has already been burnt. Assume, that the rocket takes off and lands instantly.","The first line contains a single integer $$$n$$$ ($$$2 \le n \le 1000$$$) — number of planets.The second line contains the only integer $$$m$$$ ($$$1 \le m \le 1000$$$) — weight of the payload.The third line contains $$$n$$$ integers $$$a_1, a_2, \ldots, a_n$$$ ($$$1 \le a_i \le 1000$$$), where $$$a_i$$$ is the number of tons, which can be lifted off by one ton of fuel.The fourth line contains $$$n$$$ integers $$$b_1, b_2, \ldots, b_n$$$ ($$$1 \le b_i \le 1000$$$), where $$$b_i$$$ is the number of tons, which can be landed by one ton of fuel. It is guaranteed, that if Natasha can make a flight, then it takes no more than $$$10^9$$$ tons of fuel.","If Natasha can fly to Mars through $$$(n - 2)$$$ planets and return to Earth, print the minimum mass of fuel (in tons) that Natasha should take. Otherwise, print a single number $$$-1$$$.It is guaranteed, that if Natasha can make a flight, then it takes no more than $$$10^9$$$ tons of fuel.The answer will be considered correct if its absolute or relative error doesn't exceed $$$10^{-6}$$$. Formally, let your answer be $$$p$$$, and the jury's answer be $$$q$$$. Your answer is considered correct if $$$\frac{|p - q|}{\max{(1, |q|)}} \le 10^{-6}$$$."
58,1208B,1500,https://codeforces.com/problemset/problem/1208/B,"You are given an array $$$a_{1}, a_{2}, \ldots, a_{n}$$$. You can remove <span class=""tex-font-style-bf"">at most one</span> subsegment from it. The remaining elements should be pairwise distinct.In other words, <span class=""tex-font-style-bf"">at most one</span> time you can choose two integers $$$l$$$ and $$$r$$$ ($$$1 \leq l \leq r \leq n$$$) and delete integers $$$a_l, a_{l+1}, \ldots, a_r$$$ from the array. Remaining elements should be pairwise distinct. Find the minimum size of the subsegment you need to remove to make all remaining elements distinct.","The first line of the input contains a single integer $$$n$$$ ($$$1 \le n \le 2000$$$) — the number of elements in the given array.The next line contains $$$n$$$ spaced integers $$$a_{1}, a_{2}, \ldots, a_{n}$$$ ($$$1 \le a_{i} \le 10^{9}$$$) — the elements of the array. ","Print a single integer — the minimum size of the subsegment you need to remove to make all elements of the array pairwise distinct. If no subsegment needs to be removed, print $$$0$$$."
59,1041C,1500,https://codeforces.com/problemset/problem/1041/C,"Recently Monocarp got a job. His working day lasts exactly $$$m$$$ minutes. During work, Monocarp wants to drink coffee at certain moments: there are $$$n$$$ minutes $$$a_1, a_2, \dots, a_n$$$, when he is able and willing to take a coffee break (for the sake of simplicity let's consider that each coffee break lasts exactly one minute). However, Monocarp's boss doesn't like when Monocarp takes his coffee breaks too often. So for the given coffee break that is going to be on minute $$$a_i$$$, Monocarp must choose the day in which he will drink coffee during the said minute, so that every day at least $$$d$$$ minutes pass between any two coffee breaks. Monocarp also wants to take these $$$n$$$ coffee breaks in a minimum possible number of <span class=""tex-font-style-bf"">working</span> days (he doesn't count days when he is not at work, and he doesn't take coffee breaks on such days). Take into account that more than $$$d$$$ minutes pass between the end of any working day and the start of the following working day.For each of the $$$n$$$ given minutes determine the day, during which Monocarp should take a coffee break in this minute. You have to minimize the number of days spent. ","The first line contains three integers $$$n$$$, $$$m$$$, $$$d$$$ $$$(1 \le n \le 2\cdot10^{5}, n \le m \le 10^{9}, 1 \le d \le m)$$$ — the number of coffee breaks Monocarp wants to have, the length of each working day, and the minimum number of minutes between any two consecutive coffee breaks.The second line contains $$$n$$$ distinct integers $$$a_1, a_2, \dots, a_n$$$ $$$(1 \le a_i \le m)$$$, where $$$a_i$$$ is some minute when Monocarp wants to have a coffee break.","In the first line, write the minimum number of days required to make a coffee break in each of the $$$n$$$ given minutes. In the second line, print $$$n$$$ space separated integers. The $$$i$$$-th of integers should be the index of the day during which Monocarp should have a coffee break at minute $$$a_i$$$. Days are numbered from $$$1$$$. If there are multiple optimal solutions, you may print any of them."
60,637B,1500,https://codeforces.com/problemset/problem/637/B,"Polycarp is a big lover of killing time in social networks. A page with a chatlist in his favourite network is made so that when a message is sent to some friend, his friend's chat rises to the very top of the page. The relative order of the other chats doesn't change. If there was no chat with this friend before, then a new chat is simply inserted to the top of the list.Assuming that the chat list is initially empty, given the sequence of Polycaprus' messages make a list of chats after all of his messages are processed. Assume that no friend wrote any message to Polycarpus.",The first line contains integer n (1 ≤ n ≤ 200 000) — the number of Polycarpus' messages. Next n lines enlist the message recipients in the order in which the messages were sent. The name of each participant is a non-empty sequence of lowercase English letters of length at most 10.,"Print all the recipients to who Polycarp talked to in the order of chats with them, from top to bottom."
61,991C,1500,https://codeforces.com/problemset/problem/991/C,"After passing a test, Vasya got himself a box of $$$n$$$ candies. He decided to eat an equal amount of candies each morning until there are no more candies. However, Petya also noticed the box and decided to get some candies for himself.This means the process of eating candies is the following: in the beginning Vasya chooses a single integer $$$k$$$, same for all days. After that, in the morning he eats $$$k$$$ candies from the box (if there are less than $$$k$$$ candies in the box, he eats them all), then in the evening Petya eats $$$10\%$$$ of the candies <span class=""tex-font-style-bf"">remaining</span> in the box. If there are still candies left in the box, the process repeats — next day Vasya eats $$$k$$$ candies again, and Petya — $$$10\%$$$ of the candies left in a box, and so on.If the amount of candies in the box is not divisible by $$$10$$$, Petya rounds the amount he takes from the box down. For example, if there were $$$97$$$ candies in the box, Petya would eat only $$$9$$$ of them. In particular, if there are less than $$$10$$$ candies in a box, Petya won't eat any at all.Your task is to find out the minimal amount of $$$k$$$ that can be chosen by Vasya so that he would eat at least half of the $$$n$$$ candies he initially got. Note that the number $$$k$$$ must be integer.",The first line contains a single integer $$$n$$$ ($$$1 \leq n \leq 10^{18}$$$) — the initial amount of candies in the box.,Output a single integer — the minimal amount of $$$k$$$ that would allow Vasya to eat at least half of candies he got.
62,670D2,1500,https://codeforces.com/problemset/problem/670/D2,"The term of this problem is the same as the previous one, the only exception — increased restrictions.","The first line contains two positive integers n and k (1 ≤ n ≤ 100 000, 1 ≤ k ≤ 109) — the number of ingredients and the number of grams of the magic powder.The second line contains the sequence a1, a2, ..., an (1 ≤ ai ≤ 109), where the i-th number is equal to the number of grams of the i-th ingredient, needed to bake one cookie.The third line contains the sequence b1, b2, ..., bn (1 ≤ bi ≤ 109), where the i-th number is equal to the number of grams of the i-th ingredient, which Apollinaria has.","Print the maximum number of cookies, which Apollinaria will be able to bake using the ingredients that she has and the magic powder."
63,702C,1500,https://codeforces.com/problemset/problem/702/C,"You are given <span class=""tex-span""><i>n</i></span> points on the straight line — the positions (<span class=""tex-span""><i>x</i></span>-coordinates) of the cities and <span class=""tex-span""><i>m</i></span> points on the same line — the positions (<span class=""tex-span""><i>x</i></span>-coordinates) of the cellular towers. All towers work in the same way — they provide cellular network for all cities, which are located at the distance which is no more than <span class=""tex-span""><i>r</i></span> from this tower.Your task is to find minimal <span class=""tex-span""><i>r</i></span> that each city has been provided by cellular network, i.e. for each city there is at least one cellular tower at the distance which is no more than <span class=""tex-span""><i>r</i></span>.If <span class=""tex-span""><i>r</i> = 0</span> then a tower provides cellular network only for the point where it is located. One tower can provide cellular network for any number of cities, but all these cities must be at the distance which is no more than <span class=""tex-span""><i>r</i></span> from this tower.","The first line contains two positive integers n and m (1 ≤ n, m ≤ 105) — the number of cities and the number of cellular towers.The second line contains a sequence of n integers a1, a2, ..., an ( - 109 ≤ ai ≤ 109) — the coordinates of cities. It is allowed that there are any number of cities in the same point. All coordinates ai are given in non-decreasing order.The third line contains a sequence of m integers b1, b2, ..., bm ( - 109 ≤ bj ≤ 109) — the coordinates of cellular towers. It is allowed that there are any number of towers in the same point. All coordinates bj are given in non-decreasing order.",Print minimal r so that each city will be covered by cellular network.
64,1158A,1500,https://codeforces.com/problemset/problem/1158/A,"$$$n$$$ boys and $$$m$$$ girls came to the party. Each boy presented each girl some integer number of sweets (possibly zero). All boys are numbered with integers from $$$1$$$ to $$$n$$$ and all girls are numbered with integers from $$$1$$$ to $$$m$$$. For all $$$1 \leq i \leq n$$$ the minimal number of sweets, which $$$i$$$-th boy presented to some girl is equal to $$$b_i$$$ and for all $$$1 \leq j \leq m$$$ the maximal number of sweets, which $$$j$$$-th girl received from some boy is equal to $$$g_j$$$.More formally, let $$$a_{i,j}$$$ be the number of sweets which the $$$i$$$-th boy give to the $$$j$$$-th girl. Then $$$b_i$$$ is equal exactly to the minimum among values $$$a_{i,1}, a_{i,2}, \ldots, a_{i,m}$$$ and $$$g_j$$$ is equal exactly to the maximum among values $$$b_{1,j}, b_{2,j}, \ldots, b_{n,j}$$$.You are interested in the minimum total number of sweets that boys could present, so you need to minimize the sum of $$$a_{i,j}$$$ for all $$$(i,j)$$$ such that $$$1 \leq i \leq n$$$ and $$$1 \leq j \leq m$$$. You are given the numbers $$$b_1, \ldots, b_n$$$ and $$$g_1, \ldots, g_m$$$, determine this number. ","The first line contains two integers $$$n$$$ and $$$m$$$, separated with space — the number of boys and girls, respectively ($$$2 \leq n, m \leq 100\,000$$$). The second line contains $$$n$$$ integers $$$b_1, \ldots, b_n$$$, separated by spaces — $$$b_i$$$ is equal to the minimal number of sweets, which $$$i$$$-th boy presented to some girl ($$$0 \leq b_i \leq 10^8$$$). The third line contains $$$m$$$ integers $$$g_1, \ldots, g_m$$$, separated by spaces — $$$g_j$$$ is equal to the maximal number of sweets, which $$$j$$$-th girl received from some boy ($$$0 \leq g_j \leq 10^8$$$).","If the described situation is impossible, print $$$-1$$$. In another case, print the minimal total number of sweets, which boys could have presented and all conditions could have satisfied."
65,233B,1500,https://codeforces.com/problemset/problem/233/B,"Let's consider equation:<center class=""tex-equation""><span class=""tex-span""><i>x</i><sup class=""upper-index"">2</sup> + <i>s</i>(<i>x</i>)·<i>x</i> - <i>n</i> = 0, </span></center> where <span class=""tex-span""><i>x</i>, <i>n</i></span> are positive integers, <span class=""tex-span""><i>s</i>(<i>x</i>)</span> is the function, equal to the sum of digits of number <span class=""tex-span""><i>x</i></span> in the decimal number system.You are given an integer <span class=""tex-span""><i>n</i></span>, find the smallest positive integer root of equation <span class=""tex-span""><i>x</i></span>, or else determine that there are no such roots.","A single line contains integer n (1 ≤ n ≤ 1018) — the equation parameter.Please, do not use the %lld specifier to read or write 64-bit integers in С++. It is preferred to use cin, cout streams or the %I64d specifier. ","Print -1, if the equation doesn't have integer positive roots. Otherwise print such smallest integer x (x > 0), that the equation given in the statement holds."
66,978F,1500,https://codeforces.com/problemset/problem/978/F,"In BerSoft $$$n$$$ programmers work, the programmer $$$i$$$ is characterized by a skill $$$r_i$$$.A programmer $$$a$$$ can be a mentor of a programmer $$$b$$$ if and only if the skill of the programmer $$$a$$$ is strictly greater than the skill of the programmer $$$b$$$ $$$(r_a &gt; r_b)$$$ and programmers $$$a$$$ and $$$b$$$ are not in a quarrel.You are given the skills of each programmers and a list of $$$k$$$ pairs of the programmers, which are in a quarrel (pairs are unordered). For each programmer $$$i$$$, find the number of programmers, for which the programmer $$$i$$$ can be a mentor.","The first line contains two integers $$$n$$$ and $$$k$$$ $$$(2 \le n \le 2 \cdot 10^5$$$, $$$0 \le k \le \min(2 \cdot 10^5, \frac{n \cdot (n - 1)}{2}))$$$ — total number of programmers and number of pairs of programmers which are in a quarrel.The second line contains a sequence of integers $$$r_1, r_2, \dots, r_n$$$ $$$(1 \le r_i \le 10^{9})$$$, where $$$r_i$$$ equals to the skill of the $$$i$$$-th programmer.Each of the following $$$k$$$ lines contains two distinct integers $$$x$$$, $$$y$$$ $$$(1 \le x, y \le n$$$, $$$x \ne y)$$$ — pair of programmers in a quarrel. The pairs are unordered, it means that if $$$x$$$ is in a quarrel with $$$y$$$ then $$$y$$$ is in a quarrel with $$$x$$$. Guaranteed, that for each pair $$$(x, y)$$$ there are no other pairs $$$(x, y)$$$ and $$$(y, x)$$$ in the input.","Print $$$n$$$ integers, the $$$i$$$-th number should be equal to the number of programmers, for which the $$$i$$$-th programmer can be a mentor. Programmers are numbered in the same order that their skills are given in the input."
67,415B,1500,https://codeforces.com/problemset/problem/415/B,"Bimokh is Mashmokh's boss. For the following <span class=""tex-span""><i>n</i></span> days he decided to pay to his workers in a new way. At the beginning of each day he will give each worker a certain amount of tokens. Then at the end of each day each worker can give some of his tokens back to get a certain amount of money. The worker can save the rest of tokens but he can't use it in any other day to get more money. If a worker gives back <span class=""tex-span""><i>w</i></span> tokens then he'll get <img align=""middle"" class=""tex-formula"" src=""/predownloaded/ad/d6/add63b81d9bcd5855b3e8de43b94514ef5944f5f.png"" style=""max-width: 100.0%;max-height: 100.0%;""/> dollars. Mashmokh likes the tokens however he likes money more. That's why he wants to save as many tokens as possible so that the amount of money he gets is maximal possible each day. He has <span class=""tex-span""><i>n</i></span> numbers <span class=""tex-span""><i>x</i><sub class=""lower-index"">1</sub>, <i>x</i><sub class=""lower-index"">2</sub>, ..., <i>x</i><sub class=""lower-index""><i>n</i></sub></span>. Number <span class=""tex-span""><i>x</i><sub class=""lower-index""><i>i</i></sub></span> is the number of tokens given to each worker on the <span class=""tex-span""><i>i</i></span>-th day. Help him calculate for each of <span class=""tex-span""><i>n</i></span> days the number of tokens he can save.","The first line of input contains three space-separated integers n, a, b (1 ≤ n ≤ 105; 1 ≤ a, b ≤ 109). The second line of input contains n space-separated integers x1, x2, ..., xn (1 ≤ xi ≤ 109).",Output n space-separated integers. The i-th of them is the number of tokens Mashmokh can save on the i-th day.
68,760B,1500,https://codeforces.com/problemset/problem/760/B,"<span class=""tex-span""><i>n</i></span> hobbits are planning to spend the night at Frodo's house. Frodo has <span class=""tex-span""><i>n</i></span> beds standing in a row and <span class=""tex-span""><i>m</i></span> pillows (<span class=""tex-span""><i>n</i> ≤ <i>m</i></span>). Each hobbit needs a bed and at least one pillow to sleep, however, everyone wants as many pillows as possible. Of course, it's not always possible to share pillows equally, but any hobbit gets hurt if he has at least two pillows less than some of his neighbors have. Frodo will sleep on the <span class=""tex-span""><i>k</i></span>-th bed in the row. What is the maximum number of pillows he can have so that every hobbit has at least one pillow, every pillow is given to some hobbit and no one is hurt?","The only line contain three integers n, m and k (1 ≤ n ≤ m ≤ 109, 1 ≤ k ≤ n) — the number of hobbits, the number of pillows and the number of Frodo's bed.",Print single integer — the maximum number of pillows Frodo can have so that no one is hurt.
69,335A,1500,https://codeforces.com/problemset/problem/335/A,"Piegirl is buying stickers for a project. Stickers come on sheets, and each sheet of stickers contains exactly <span class=""tex-span""><i>n</i></span> stickers. Each sticker has exactly one character printed on it, so a sheet of stickers can be described by a string of length <span class=""tex-span""><i>n</i></span>. Piegirl wants to create a string <span class=""tex-span""><i>s</i></span> using stickers. She may buy as many sheets of stickers as she wants, and may specify any string of length <span class=""tex-span""><i>n</i></span> for the sheets, but all the sheets must be identical, so the string is the same for all sheets. Once she attains the sheets of stickers, she will take some of the stickers from the sheets and arrange (in any order) them to form <span class=""tex-span""><i>s</i></span>. Determine the minimum number of sheets she has to buy, and provide a string describing a possible sheet of stickers she should buy.","The first line contains string s (1 ≤ |s| ≤ 1000), consisting of lowercase English characters only. The second line contains an integer n (1 ≤ n ≤ 1000).","On the first line, print the minimum number of sheets Piegirl has to buy. On the second line, print a string consisting of n lower case English characters. This string should describe a sheet of stickers that Piegirl can buy in order to minimize the number of sheets. If Piegirl cannot possibly form the string s, print instead a single line with the number -1."
70,386B,1500,https://codeforces.com/problemset/problem/386/B,"Everyone loves a freebie. Especially students.It is well-known that if in the night before exam a student opens window, opens the student's record-book and shouts loudly three times ""Fly, freebie, fly!"" — then flown freebie helps him to pass the upcoming exam.In the night before the exam on mathematical analysis <span class=""tex-span""><i>n</i></span> students living in dormitory shouted treasured words. The <span class=""tex-span""><i>i</i></span>-th student made a sacrament at the time <span class=""tex-span""><i>t</i><sub class=""lower-index""><i>i</i></sub></span>, where <span class=""tex-span""><i>t</i><sub class=""lower-index""><i>i</i></sub></span> is the number of seconds elapsed since the beginning of the night.It is known that the freebie is a capricious and willful lady. That night the freebie was near dormitory only for <span class=""tex-span""><i>T</i></span> seconds. Therefore, if for two students their sacrament times differ for more than <span class=""tex-span""><i>T</i></span>, then the freebie didn't visit at least one of them.Since all students are optimists, they really want to know what is the maximal number of students visited by the freebie can be.","The first line of the input contains integer n (1 ≤ n ≤ 100), where n — the number of students shouted ""Fly, freebie, fly!"" The second line contains n positive integers ti (1 ≤ ti ≤ 1000).The last line contains integer T (1 ≤ T ≤ 1000) — the time interval during which the freebie was near the dormitory.",Print a single integer — the largest number of people who will pass exam tomorrow because of the freebie visit.
